500 2.246000e-06
1000 2.762000e-06
1500 2.620667e-06
2000 2.792500e-06
2500 2.870400e-06
3000 3.057667e-06
3500 3.222571e-06
4000 3.092750e-06
4500 3.220444e-06
5000 3.444600e-06
