5 22.52
6 60
7 114.88
8 456.16
9 582.36
10 1892.28
11 33490.8
12 4368.56
13 134134
14 23242
15 756027
16 143252
17 602999
18 1.24491e+06
19 4.574e+06
20 2.08427e+07
