5 1.000000e+01
10 4.500000e+01
15 1.050000e+02
20 1.900000e+02
25 3.000000e+02
30 4.350000e+02
35 5.950000e+02
40 7.800000e+02
45 9.900000e+02
50 1.225000e+03
55 1.485000e+03
60 1.770000e+03
65 2.080000e+03
70 2.415000e+03
75 2.775000e+03
80 3.160000e+03
85 3.570000e+03
90 4.005000e+03
95 4.465000e+03
100 4.950000e+03
