4 7.25018
8 7.82171
12 7.96778
16 7.99481
20 7.9883
24 7.97837
28 8.0009
32 7.99637
36 8.01614
40 8.00837
44 7.99025
48 8.00885
52 8.00816
56 8.00573
60 8.01998
64 7.98479
68 7.99295
72 7.98632
76 7.99799
80 8.02046
84 8.01488
88 7.99148
92 7.97561
96 7.98698
100 8.00438
