4 11
8 17
12 23
16 29
20 35
24 41
28 47
32 53
36 59
40 65
44 71
48 77
52 83
56 89
60 95
64 101
68 107
72 113
76 119
80 125
84 131
88 137
92 143
96 149
100 155
